Facility ID,Facility Name,Address,City,State,ZIP Code,County Name,Phone Number,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for meaningful use of EHRs,Hospital overall rating,Hospital overall rating footnote,Mortality national comparison,Mortality national comparison footnote,Safety of care national comparison,Safety of care national comparison footnote,Readmission national comparison,Readmission national comparison footnote,Patient experience national comparison,Patient experience national comparison footnote,Effectiveness of care national comparison,Effectiveness of care national comparison footnote,Timeliness of care national comparison,Timeliness of care national comparison footnote,Efficient use of medical imaging national comparison,Efficient use of medical imaging national comparison footnote,Location
370029,ALLIANCEHEALTH CLINTON,100 NORTH 30TH STREET,CLINTON,OK,73601,CUSTER,(580) 323-2363,Acute Care Hospitals,Voluntary non-profit - Other,true,true,3,,Same as the national average,,Not Available,5,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Not Available,5,POINT (-98.996879 35.514789)
230230,EDWARD W SPARROW HOSPITAL,1215 E MICHIGAN AVENUE,LANSING,MI,48912,INGHAM,(517) 364-1000,Acute Care Hospitals,Voluntary non-profit - Other,true,true,3,,Same as the national average,,Below the national average,,Above the national average,,Below the national average,,Above the national average,,Below the national average,,Above the national average,,POINT (-84.534816 42.733609)
150002,METHODIST HOSPITALS INC,600 GRANT ST,GARY,IN,46402,LAKE,(219) 886-4000,Acute Care Hospitals,Voluntary non-profit - Private,true,true,3,,Above the national average,,Same as the national average,,Below the national average,,Same as the national average,,Same as the national average,,Below the national average,,Below the national average,,POINT (-87.357023 41.599436)
330307,CAYUGA MEDICAL CENTER AT ITHACA,101 DATES DRIVE,ITHACA,NY,14850,TOMPKINS,(607) 274-4401,Acute Care Hospitals,Voluntary non-profit - Private,true,true,2,,Below the national average,,Below the national average,,Above the national average,,Same as the national average,,Same as the national average,,Below the national average,,Above the national average,,POINT (-76.538808 42.467096)
491308,RAPPAHANNOCK GENERAL HOSPITAL,101 HARRIS ROAD,KILMARNOCK,VA,22482,LANCASTER,(804) 435-8000,Critical Access Hospitals,Voluntary non-profit - Private,true,true,3,,Same as the national average,,Not Available,5,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Below the national average,,POINT (-76.389778 37.70029)
340061,UNIVERSITY OF NORTH CAROLINA HOSPITAL,101 MANNING DRIVE,CHAPEL HILL,NC,27514,ORANGE,(919) 966-4141,Acute Care Hospitals,Government - State,true,true,3,,Below the national average,,Above the national average,,Below the national average,,Above the national average,,Same as the national average,,Below the national average,,Above the national average,,POINT (-79.051894 35.903551)
110089,"COFFEE REGIONAL MEDICAL CENTER, INC",1101 OCILLA ROAD,DOUGLAS,GA,31533,COFFEE,(912) 383-5620,Acute Care Hospitals,Government - Hospital District or Authority,true,true,1,,Below the national average,,Above the national average,,Below the national average,,Below the national average,,Same as the national average,,Above the national average,,Same as the national average,,POINT (-82.86346 31.509589)
120005,HILO MEDICAL CENTER,1190 WAIANUENUE AVENUE,HILO,HI,96720,HAWAII,(808) 932-3000,Acute Care Hospitals,Government - State,true,true,3,,Same as the national average,,Above the national average,,Above the national average,,Below the national average,,Same as the national average,,Below the national average,,Same as the national average,,POINT (-155.113513 19.717467)
391308,LECOM HEALTH CORRY MEMORIAL HOSPITAL,965 SHAMROCK LANE,CORRY,PA,16407,ERIE,(814) 664-4641,Critical Access Hospitals,Government - Hospital District or Authority,true,true,3,,Same as the national average,,Not Available,16,Above the national average,,Not Available,16,Not Available,5,Above the national average,,Not Available,5,POINT (-79.612891 41.935379)
170122,"ASCENSION VIA CHRISTI HOSPITALS WICHITA, INC.",929 NORTH ST FRANCIS STREET,WICHITA,KS,67214,SEDGWICK,(316) 268-5000,Acute Care Hospitals,Voluntary non-profit - Church,true,true,2,,Below the national average,,Below the national average,,Above the national average,,Below the national average,,Below the national average,,Same as the national average,,Below the national average,,POINT (-97.331694 37.700627)
320004,GERALD CHAMPION REGIONAL MEDICAL CENTER,2669 NORTH SCENIC DRIVE,ALAMOGORDO,NM,88310,OTERO,(575) 443-6100,Acute Care Hospitals,Voluntary non-profit - Private,true,,3,,Same as the national average,,Above the national average,,Above the national average,,Below the national average,,Same as the national average,,Same as the national average,,Same as the national average,,POINT (-105.933917 32.926862)
100110,OSCEOLA REGIONAL MEDICAL CENTER,700 WEST OAK STREET,KISSIMMEE,FL,34741,OSCEOLA,(407) 846-2266,Acute Care Hospitals,Proprietary,true,true,2,,Same as the national average,,Above the national average,,Below the national average,,Below the national average,,Same as the national average,,Below the national average,,Not Available,5,POINT (-81.410854 28.300923)
460006,LDS HOSPITAL,8TH AVENUE AND C STREET,SALT LAKE CITY,UT,84143,SALT LAKE,(801) 408-1100,Acute Care Hospitals,Voluntary non-profit - Private,true,true,5,,Same as the national average,,Above the national average,,Above the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,POINT (-111.880576 40.778509)
380014,GOOD SAMARITAN REGIONAL MEDICAL CENTER,3600 NW SAMARITAN DRIVE,CORVALLIS,OR,97330,BENTON,(541) 768-5111,Acute Care Hospitals,Voluntary non-profit - Private,true,true,4,,Below the national average,,Above the national average,,Above the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,POINT (-123.251104 44.604624)
220019,HARRINGTON MEMORIAL HOSPITAL-1,100 SOUTH STREET,SOUTHBRIDGE,MA,01550,WORCESTER,(508) 765-9771,Acute Care Hospitals,Voluntary non-profit - Private,true,true,3,,Same as the national average,,Same as the national average,,Below the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,,POINT (-72.042065 42.077182)
440175,SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM LAWRENCE,HWY 43 S BOX 847,LAWRENCEBURG,TN,38464,LAWRENCE,(931) 762-6571,Acute Care Hospitals,Voluntary non-profit - Other,true,true,4,,Same as the national average,,Not Available,5,Above the national average,,Same as the national average,,Same as the national average,,Above the national average,,Same as the national average,,
330205,ST ANTHONY COMMUNITY HOSPITAL,15 MAPLE AVENUE -19,WARWICK,NY,10990,ORANGE,(845) 986-2276,Acute Care Hospitals,Voluntary non-profit - Church,true,true,3,,Same as the national average,,Below the national average,,Below the national average,,Above the national average,,Same as the national average,,Above the national average,,Same as the national average,,POINT (-74.356945 41.261094)
360364,CLEVELAND CLINIC AVON HOSPITAL,33300 CLEVELAND CLINIC BLVD,AVON,OH,44011,LORAIN,(216) 636-7727,Acute Care Hospitals,Voluntary non-profit - Private,true,,4,,Above the national average,,Same as the national average,,Below the national average,,Above the national average,,Same as the national average,,Above the national average,,Same as the national average,,
230174,NORTH OTTAWA COMMUNITY HEALTH SYSTEM,1309 SHELDON RD,GRAND HAVEN,MI,49417,OTTAWA,(616) 842-3600,Acute Care Hospitals,Government - Hospital District or Authority,true,,4,,Same as the national average,,Same as the national average,,Same as the national average,,Above the national average,,Same as the national average,,Same as the national average,,Below the national average,,POINT (-86.227963 43.05161)
340017,MARGARET R PARDEE MEMORIAL HOSPITAL,800 N JUSTICE ST,HENDERSONVILLE,NC,28791,HENDERSON,(828) 696-1000,Acute Care Hospitals,Government - Local,true,true,4,,Same as the national average,,Below the national average,,Above the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,POINT (-82.468153 35.320814)
521358,DOOR COUNTY MEDICAL CENTER,323 SOUTH 18TH AVENUE,STURGEON BAY,WI,54235,DOOR,(920) 743-5566,Critical Access Hospitals,Voluntary non-profit - Church,true,,5,,Same as the national average,,Same as the national average,,Above the national average,,Above the national average,,Not Available,5,Above the national average,,Same as the national average,,POINT (-87.351418 44.832763)
260176,ST LUKE'S DES PERES HOSPITAL,2345 DOUGHERTY FERRY ROAD,SAINT LOUIS,MO,63122,ST. LOUIS,(314) 966-9100,Acute Care Hospitals,Proprietary,true,true,3,,Same as the national average,,Above the national average,,Below the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Not Available,5,POINT (-90.450408 38.581081)
410007,RHODE ISLAND HOSPITAL,593 EDDY STREET,PROVIDENCE,RI,02903,PROVIDENCE,(401) 444-4000,Acute Care Hospitals,Voluntary non-profit - Private,true,true,1,,Same as the national average,,Below the national average,,Below the national average,,Below the national average,,Same as the national average,,Below the national average,,Above the national average,,POINT (-71.407049 41.811956)
370218,"SAINT FRANCIS HOSPITAL SOUTH, LLC",10501 EAST 91ST STREET SOUTH,TULSA,OK,74133,TULSA,(918) 307-6000,Acute Care Hospitals,Voluntary non-profit - Private,true,true,4,,Same as the national average,,Above the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,,POINT (-95.85692 36.03189)
240006,OLMSTED MEDICAL CENTER,1650 FOURTH STREET SOUTHEAST,ROCHESTER,MN,55904,OLMSTED,(507) 287-2761,Acute Care Hospitals,Voluntary non-profit - Private,true,true,5,,Not Available,5,Same as the national average,,Above the national average,,Above the national average,,Same as the national average,,Above the national average,,Same as the national average,,POINT (-92.439958 44.020994)
390198,MILLCREEK COMMUNITY HOSPITAL,5515 PEACH STREET,ERIE,PA,16509,ERIE,(814) 864-4031,Acute Care Hospitals,Voluntary non-profit - Private,true,true,2,,Same as the national average,,Below the national average,,Below the national average,,Below the national average,,Same as the national average,,Above the national average,,Not Available,5,POINT (-80.093735 42.074141)
180115,ROCKCASTLE REGIONAL HOSPITAL & RESPIRATORY CARE CT,145 NEWCOMB AVENUE,MOUNT VERNON,KY,40456,ROCKCASTLE,(606) 256-2195,Acute Care Hospitals,Voluntary non-profit - Private,true,,3,,Same as the national average,,Not Available,5,Below the national average,,Above the national average,,Same as the national average,,Above the national average,,Same as the national average,,POINT (-84.337001 37.358006)
131312,ST LUKE'S MCCALL,1000 STATE STREET,BURGDORF,ID,83638,VALLEY,(208) 630-2395,Critical Access Hospitals,Voluntary non-profit - Private,true,true,4,,Not Available,5,Not Available,5,Same as the national average,,Above the national average,,Not Available,5,Above the national average,,Same as the national average,,POINT (-116.109703 44.909354)
110184,WELLSTAR DOUGLAS HOSPITAL,8954 HOSPITAL DRIVE,DOUGLASVILLE,GA,30134,DOUGLAS,(770) 949-1500,Acute Care Hospitals,Voluntary non-profit - Private,true,true,4,,Same as the national average,,Above the national average,,Same as the national average,,Below the national average,,Same as the national average,,Below the national average,,Same as the national average,,POINT (-84.73305 33.738973)
261325,COX BARTON COUNTY HOSPITAL,29 NW 1ST LANE,LAMAR,MO,64759,BARTON,(417) 682-6081,Critical Access Hospitals,Government - Local,true,true,4,,Same as the national average,,Not Available,5,Above the national average,,Above the national average,,Not Available,5,Above the national average,,Below the national average,,POINT (-94.299482 37.505282)
390044,READING HOSPITAL,420 S 5TH AVENUE,WEST READING,PA,19611,BERKS,(610) 988-8000,Acute Care Hospitals,Voluntary non-profit - Other,true,true,5,,Above the national average,,Above the national average,,Above the national average,,Same as the national average,,Same as the national average,,Below the national average,,Same as the national average,,POINT (-75.948059 40.329863)
351335,JAMESTOWN REGIONAL MEDICAL CENTER,2422 20TH ST SW,JAMESTOWN,ND,58401,STUTSMAN,(701) 252-1050,Critical Access Hospitals,Voluntary non-profit - Private,true,true,4,,Same as the national average,,Not Available,5,Above the national average,,Above the national average,,Same as the national average,,Above the national average,,Same as the national average,,POINT (-98.749377 46.88794)
450379,DALLAS MEDICAL CENTER,7 MEDICAL PARKWAY,DALLAS,TX,75234,DALLAS,(972) 247-1000,Acute Care Hospitals,Proprietary,true,true,3,,Same as the national average,,Above the national average,,Above the national average,,Below the national average,,Same as the national average,,Same as the national average,,Not Available,5,POINT (-96.873098 32.914335)
220052,SIGNATURE HEALTHCARE BROCKTON HOSPITAL,680 CENTER STREET,BROCKTON,MA,02302,PLYMOUTH,(508) 941-7000,Acute Care Hospitals,Voluntary non-profit - Other,true,true,4,,Above the national average,,Above the national average,,Below the national average,,Same as the national average,,Same as the national average,,Below the national average,,Same as the national average,,POINT (-70.991083 42.08621)
520038,AURORA MEDICAL CTR WASHINGTON COUNTY,1032 E SUMNER ST,HARTFORD,WI,53027,WASHINGTON,(262) 673-2300,Acute Care Hospitals,Voluntary non-profit - Private,true,true,5,,Same as the national average,,Above the national average,,Above the national average,,Above the national average,,Same as the national average,,Above the national average,,Same as the national average,,POINT (-88.362734 43.3176)
